Date,Area_Ave,Area_Max,Area_Med,Area_Min,Area_Qt1,Area_Qt3,Area_count,Diameter_Ave,Diameter_Max,Diameter_Med,Diameter_Min,Diameter_Qt1,Diameter_Qt3,Diameter_count,LongDia_Ave,LongDia_Max,LongDia_Med,LongDia_Min,LongDia_Qt1,LongDia_Qt3,LongDia_count,Perimeter_Ave,Perimeter_Max,Perimeter_Med,Perimeter_Min,Perimeter_Qt1,Perimeter_Qt3,Perimeter_count,ShortDia_Ave,ShortDia_Max,ShortDia_Med,ShortDia_Min,ShortDia_Qt1,ShortDia_Qt3,ShortDia_count
201903140929,144.8250729,6089,24,5,21,91,686,9.716540051,88.049734,5.527906,2.523133,5.170883,10.764051,686,12.270972,135.103302,6,2,4.24264,14,686,44.46469388,586.188,22.14,9.414,18.484,48.5635,686,7.734429115,77.501305,4.24264,0.707107,4,8.7503905,686
201903140930,155.3530281,4927,24,5,21,105,677,9.929774821,79.203859,5.527906,2.523133,5.170883,11.562446,677,12.486575,143.434998,5.6921,2,4.24264,14,677,45.19478582,449.972,21.312,9.414,18.828,48.382,677,7.961700123,69.781403,4.24264,0.707107,4,9,677
201903140931,151.5714286,10925,23,5,20,90.5,679,9.743951567,117.941265,5.411516,2.523133,5.046265,10.734398,679,11.88648805,150.319946,6,2,4,13.8815435,679,43.8616701,744.658,22.484,9.414,18.242,47.866,679,7.915913807,103.999573,4.024922,0.894427,4,8.353603,679
201903140932,258.0637982,27896,24,5,20,112.5,674,11.16205867,188.462968,5.527906,2.523133,5.046265,11.96817925,674,14.11945854,194.454361,5.806888,2,4,14.848339,674,52.34302967,1511.94,21.312,9.414,18.242,52.2705,674,9.061785258,189.504593,4.133781,0.707107,4,9.3862995,674
201903140933,187.3764368,17435,22.5,5,20,89.25,696,9.980087763,148.993058,5.3520415,2.523133,5.046265,10.66001725,696,12.73822332,218.100983,5.656854,2,4,14,696,48.27778736,1479.954,21.191,9.414,18.242,48.4425,696,8.06550273,169.311264,4.024922,0.632456,3.794733,8.48822525,696
201903140934,253.2198732,19919,31,5,19,145.5,946,11.8149644,159.253441,6.282549,2.523133,4.918491,13.61083025,946,15.10166599,192.919708,7.2746535,2,4.427188,17.13154575,946,53.94113531,725.754,26.484,9.414,18.242,58.5985,946,9.587019154,156.202408,4.949747,0.894427,3.535534,11,946
201903140935,234.7222222,11356,37,5,25,144.75,1062,11.8564295,120.245201,6.863663,2.523133,5.641896,13.5757505,1062,14.96567568,167.954361,8,2,5.656854,17.25387225,1062,53.02626742,654.952,27.898,9.414,21.312,56.866,1062,9.662862175,106.853775,5,0.632455,4,10.733126,1062
201903140936,283.7719113,10855,30,5,23,138,947,12.08596921,117.562814,6.180387,2.523133,5.411516,13.255367,947,15.56704253,196.643768,7,1.414213,5.656854,16.918356,947,56.27492925,756.862,24.726,9.414,21.07,56.452,947,9.798769918,127.812363,4.949747,0.707107,4,10.2488785,947
201903140937,240.2062635,27615,34,5,24.25,131.75,926,11.62478053,187.51136,6.579525,2.523133,5.5564035,12.95179,926,14.48458982,197.496826,7.778174,2,5.656854,16.60386,926,51.55232181,676.29,27.312,9.414,21.312,56.2545,926,9.432199779,193.707809,4.996151,0.707107,4,11,926
201903140938,215.0125,9495,32,5,23,136.5,960,11.49895574,109.951851,6.383076,2.523133,5.411516,13.18315025,960,14.89014123,190.94342,7.071068,2,5.366563,16.995587,960,52.53934375,766.556,25.898,9.414,20.484,57.5125,960,9.225473464,107.142799,4.949747,0.707107,4,10.99163375,960
201903140939,189.9241803,21637,31,5,24,145,976,11.03317263,165.979167,6.282549,2.523133,5.527906,13.587484,976,14.16971968,178,7,2,5.656854,17.81631675,976,49.74640369,601.284,25.554,9.414,21.312,59.108,976,8.84556282,171,4.949747,0.707107,4,11,976
201903140940,247.3164693,26051,31,5,25,137,929,11.69505152,182.124033,6.282549,2.523133,5.641896,13.20734,929,14.9466843,195.779434,7.071068,1.414213,5.656854,16.71258,929,54.53970075,1380.616,25.898,9.414,21.312,57.108,929,9.425090005,172.696945,4.992302,0.707107,4.024922,10.435514,929
201903140941,220.3634361,29724,30,5,24,107,908,10.75135881,194.539899,6.180387,2.523133,5.527906,11.672045,908,13.79060862,220.476303,7,2,5.656854,14.30474175,908,49.78176432,1165.076,23.898,9.414,21.312,49.8565,908,8.613449285,176.202148,4.949747,0.632455,4,9.51188875,908
201903140942,253.6493799,20417,32,5,26,136,887,11.73518417,161.231919,6.383076,2.523133,5.753627,13.159049,887,15.01182863,291.102722,7,2,5.656854,16.13316,887,53.15163923,1603.572,26.14,9.414,21.312,55.452,887,9.496726714,166.51384,4.949747,0,4.24264,10.4892345,887
201903140943,168.5798883,6115,30,5,24,126,895,10.58899194,88.237519,6.180387,2.523133,5.527906,12.665925,895,13.44156279,106.869598,6,1.414213,5.656854,16.0498445,895,46.7055486,406.762,23.312,9.414,21.312,54.159,895,8.364526253,90.764023,4.949747,0,4,10,895
201903140944,221.8305489,24501,30,5,22,96,838,10.48752748,176.622881,6.180387,2.523133,5.292567,11.055813,838,13.43622575,299.843109,6,2,5.656854,13.97850525,838,48.06967303,1802.486,22.191,9.414,21.07,48.2195,838,8.302420216,168.328323,4.949747,0,3.577708,8.944271,838
201903140945,261.3898089,22249,30,5,26,115,785,11.49107853,168.31015,6.180387,2.523133,5.753627,12.100518,785,14.88288712,179.229095,6,2,5.656854,15.681278,785,53.44915414,698.136,22.484,9.414,21.312,52.866,785,9.317886583,167.018631,4.949747,0,4.24264,9.470462,785
201903140946,187.7919799,11021,30,5,26,101.5,798,10.56193453,118.458318,6.180387,2.523133,5.753627,11.36800125,798,13.43566706,201.830765,6.26099,1.414213,5.656854,14.14417525,798,47.07524812,707.538,23.484,9.414,21.312,48.9425,798,8.399580145,113,4.949747,0.707107,4.24264,9,798
201903140947,167.9547739,12126,30,5,24,91.5,796,9.908549253,124.254991,6.180387,2.523133,5.527906,10.793462,796,12.25050786,138.589432,6.0714955,2,5.656854,13.32828625,796,44.1791005,617.576,22.484,9.414,21.312,46.366,796,7.895163899,124.729874,4.949747,0.447214,4,8.46653625,796
201903140948,146.5790155,5780,30,5,23.75,90,772,9.786312867,85.786506,6.180387,2.523133,5.4988085,10.704745,772,12.22182092,115.292404,6,2,5.656854,13,772,43.19245596,497.934,22.484,9.414,21.312,45.8565,772,7.782155031,76.578842,4.949747,0.632455,4,8.49082425,772
201903140949,173.4299754,15251,30,5,23.25,85,814,10.13388518,139.349117,6.180387,2.523133,5.4406135,10.403142,814,12.78964057,180.243286,6,2,5.656854,13,814,46.98985995,1533.736,22.484,9.414,21.312,46.3565,814,8.14340757,131.053146,4.949747,0.6,4,8.94427175,814
201903140950,179.9003932,19170,30,5,25,82.5,763,10.04939418,156.230605,6.180387,2.523133,5.641896,10.2485895,763,12.6244542,195.723694,6,2,5.656854,13.2717585,763,44.62365138,819.804,21.898,9.414,21.312,44.745,763,7.89988417,154.29921,4.949747,0,4,8.049845,763
201903140951,215.5807128,7926,30,5,20,129,954,11.32620303,100.457437,6.180387,2.523133,5.046265,12.815924,954,14.73450275,213.556641,7.071068,1.414213,4.24264,16.8891205,954,52.24465828,693.856,26.14,9.414,18.242,56.401,954,9.080526412,83.546181,4.472136,0,4,10,954
201903140952,200.7354839,7813,26,5,21,118.5,775,10.71885344,99.738762,5.753627,2.523133,5.170883,12.283249,775,14.01052149,169.351669,6,2,5,16.3524225,775,49.86056516,645.958,22.484,9.414,19.656,54.159,775,8.613185821,106.473152,4.24264,0.5547,4,9,775
201903140953,209.148248,14594,28,5,22,96,742,10.49370037,136.314555,5.970821,2.523133,5.292567,11.055813,742,13.40122271,175.105774,6.194468,2,5,14.849242,742,47.75080863,750.722,23.605,9.414,19.656,48.3565,742,8.311627606,135.189667,4.24264,0,4,8.49411375,742
201903140954,191.1371951,13348,26,5,22,97.25,656,10.31089253,130.365645,5.753627,2.523133,5.292567,11.1275305,656,13.19122484,237.149094,5.813776,2,5,14.46665375,656,46.96178354,900.034,21.312,9.414,19.656,47.831,656,8.189814989,140.029419,4.24264,0.707107,4,8.485281,656
201903140955,142.6768212,8167,25,5,19.5,75.5,755,9.166376938,101.973268,5.641896,2.523133,4.982378,9.804516,755,11.99556847,201.977661,5.656854,2,4.992302,12.163881,755,42.78008477,973.282,21.312,9.414,19.07,42.089,755,7.241146407,94.841049,4.24264,0,3.535534,7.9223225,755
201903140956,174.3447332,12183,26,5,22,71,731,9.726106591,124.546688,5.753627,2.523133,5.292567,9.507892,731,12.42638677,194.939453,5.813777,1.414213,5,12.5519735,731,43.89371272,702.722,21.898,9.414,19.656,42.452,731,7.637532665,122.723015,4.24264,0.707107,4,7.4528265,731
201903140957,189.5790297,11443,26,5,22,104.5,639,10.51339895,120.70493,5.753627,2.523133,5.292567,11.5348505,639,13.11114029,208.136017,5.813776,1.414213,5,14.488558,639,47.46652895,884.874,21.312,9.414,19.656,49.21,639,8.465091407,117.117737,4.24264,0.727607,4,9.2630995,639
201903140958,137.4778626,7876,27,5,23,86,655,9.470628505,100.140075,5.86323,2.523133,5.411516,10.463981,655,11.87942056,149.001221,5.813776,2,5,14,655,42.07834809,639.704,21.312,9.414,19.656,45.21,655,7.508215573,100.738525,4.24264,0,4,8.046499,655
201903140959,171.2056807,14348,36,5,22,125,1021,10.52056296,135.160797,6.770275,2.523133,5.292567,12.615663,1021,12.76095455,170.414963,8,2,5,15,1021,44.94837806,699.882,28.14,9.414,19.656,52.624,1021,8.383639667,115.550346,5,0,4,10.733126,1021
201903141000,186.4262014,13963,53,5,22,161.25,1748,11.43517816,133.335081,8.214724,2.523133,5.292567,14.32862575,1748,13.51969637,248.460678,9.192389,2,5,17.006762,1748,49.02249771,1183.076,34.624,9.414,19.656,58.764,1748,9.574511116,161.878113,6.363961,0,4,12.074767,1748
201903141001,234.4947059,26643,51,5,21,159.25,1700,11.76397498,184.181761,8.058239,2.523133,5.170883,14.23948825,1700,14.27017253,222.615753,9.049536,1.414213,5,17,1700,51.98352118,1180.044,33.261,9.414,19.656,58.522,1700,9.824741631,177.976044,6.26099,0.447214,4,12,1700
201903141002,180.9082408,18830,44,5,21,148,1711,10.95375275,154.838951,7.484821,2.523133,5.170883,13.727325,1711,13.19586238,283.307709,8.485281,1.414213,4.949747,16,1711,48.02798831,1266.158,31.312,9.414,19.07,56.624,1711,9.051740179,121.341049,6,0.707107,4,11.313707,1711
201903141003,191.1083388,13358,43,5,21,128,1523,10.97123686,130.414469,7.399277,2.523133,5.170883,12.766153,1523,13.10403438,177.405151,8.432994,1.414213,5,15,1523,47.97101248,1054.236,30.484,9.414,19.07,52.866,1523,9.086162922,103.094482,5.813776,0.707107,4,11,1523
201903141004,163.0698138,11295,44,5,21,136,1504,10.66143176,119.921811,7.484821,2.523133,5.170883,13.159049,1504,12.78132645,196.59761,8.497058,1.414213,5,15.5104565,1504,45.76847473,771.868,30.726,9.414,19.312,54.022,1504,8.738017977,107.984612,6,0.707107,4,11,1504
201903141005,217.2930857,13176,42,5,21,135,969,11.1636127,129.522987,7.312733,2.523133,5.170883,13.110581,969,13.75083839,199.631897,8.049845,1.414213,4.949747,15.617377,969,49.47634262,845.664,30.14,9.414,19.07,55.108,969,9.154208822,112.354965,5.656854,0.894427,4,10.975909,969
201903141013,192.7305586,13691,37,5,22,109,913,10.65899853,132.030006,6.863663,2.523133,5.292567,11.780624,913,12.80537875,191.985077,7.778174,1.414213,5,14,913,46.20276451,708.124,28.484,9.414,19.656,48.14,913,8.73864208,120.805298,5,0,4,9.838698,913
201903141014,149.2209738,23702,30,5,21,102.25,1068,9.749134007,173.719094,6.180387,2.523133,5.170883,11.41000275,1068,11.72592906,182.238815,7.071068,1.414213,4.949747,13.64079725,1068,42.01677903,736.378,26.019,9.414,19.07,47.21,1068,7.872635219,167.25914,4.472136,0,4,9.192389,1068
201903141015,196.1578431,12327,35,5,22,115,1020,10.72948323,125.280581,6.675581,2.523133,5.292567,12.100518,1020,12.79470331,129.977936,7.1987675,2,5,14.3401355,1020,45.85103922,659.41,26.726,9.414,19.656,50.831,1020,8.744006813,119.707787,5,0,4,10,1020
201903141016,192.0188492,24154,31,5,22,98.25,1008,10.27936896,175.367694,6.282549,2.523133,5.292567,11.18459575,1008,12.47007993,261.690338,7,2,5,13.435027,1008,45.01654563,889.358,25.312,9.414,19.57,46.6845,1008,8.32578099,144.420578,4.7577715,0.894427,4,9,1008
201903141017,127.4115347,9061,28,5,22,90.5,1023,9.352781673,107.409606,5.970821,2.523133,5.292567,10.734398,1023,11.20335605,166.220337,7,2,5,12.984597,1023,40.08964614,562.43,25.07,9.414,19.656,44.624,1023,7.5020682,100.621536,4.472136,0,4,8.854376,1023
201903141018,168.9574689,15085,30.5,5,22,111,964,10.2515974,138.588667,6.231468,2.523133,5.292567,11.888212,964,12.39133433,150.607635,7.0282115,2,5,14,964,44.21009959,795.384,25.898,9.414,19.656,47.4775,964,8.277132228,130.490372,4.797064,0.707107,4,10,964
201903141019,185.2211111,18523,28,5,22,100.25,900,10.05661444,153.571534,5.970821,2.523133,5.292567,11.2978615,900,12.1789453,303.136505,6.708203,2,5,13,900,43.25809778,980.682,23.898,9.414,19.656,46.624,900,8.08031901,155,4.472136,0.632455,4,9.55019375,900
201903141020,194.4190283,10457,35,5,22,114.25,988,10.94537826,115.38746,6.675581,2.523133,5.292567,12.06097425,988,13.38682068,253.541748,7.763471,2,5,15,988,48.22954453,744.888,27.312,9.414,19.656,51.78,988,8.903482757,98.198502,5,0.447214,4,10,988
201903141021,251.7548839,40400,44,5,17,151,2713,11.67161242,226.801406,7.484821,2.523133,4.652426,13.865755,2713,14.44009589,353.212555,8.485281,1.414213,4.24264,16.617121,2713,53.1020199,1087.74,30.382,9.414,18.242,57.21,2713,9.628872238,210.51561,5.824352,0,3.050851,11.411195,2713
201903141022,197.73297,12248,35,5,21,131,1101,10.9644281,124.878493,6.675581,2.523133,5.170883,12.91489,1101,13.5446056,147.219116,8,1.414213,4.91935,16,1101,48.32449228,551.08,28.14,9.414,18.828,54.28,1101,8.98040576,118.537758,5,0.5547,4,10.915054,1101
201903141023,199.6873315,21143,36,5,22,133,1113,11.08486978,164.07347,6.770275,2.523133,5.292567,13.013103,1113,13.74369749,179.909546,8,2,5,16.526886,1113,48.75347889,743.346,28.484,9.414,19.07,55.694,1113,9.000358603,161.351486,5,0,4,10.683218,1113
201903141024,297.7493062,30469,43,5,21,155,1081,12.37203217,196.962777,7.399277,2.523133,5.170883,14.048207,1081,15.33263335,267.558044,8.485281,1.414213,4.91935,17,1081,54.84887142,1101.434,30.14,9.414,18.828,58.866,1081,10.20549535,179.642593,5.589566,0,4,11.884246,1081
201903141025,250.8575581,35901,46,5,21,159,1032,11.93442116,213.800311,7.65304,2.523133,5.170883,14.22832,1032,15.04748289,278.8526,8.497058,2,4.9980755,18,1032,54.00386434,943.256,31.261,9.414,19.656,60.9265,1032,9.782975582,186.878098,5.8173155,1,4,11.89469825,1032
201903141026,159.9736585,5406,36,5,21,131,1025,10.57861287,82.964649,6.770275,2.523133,5.170883,12.91489,1025,12.80936539,114.929825,7.778174,2,5,15.522279,1025,45.68616585,464.036,27.898,9.414,19.07,52.866,1025,8.646206319,81.317276,5,0,4,10.733126,1025
201903141027,202.1987382,11991,31,5,21,120.5,951,10.85051586,123.561383,6.282549,2.523133,5.170883,12.3864725,951,13.41612009,201.487198,7.071068,1.414213,5,15.0041015,951,48.5200673,826.2,26.726,9.414,19.07,52.573,951,8.826240191,115.238487,4.949747,0.707107,4,10.230977,951
201903141028,183.2785433,7329,29,5,21,120,1016,10.63491325,96.600065,6.076508,2.523133,5.170883,12.360774,1016,13.22500987,129.601974,7,2,4.949747,15,1016,47.61580118,675.5,25.07,9.414,19.57,52.4425,1016,8.659994798,102.465645,4.472136,0.707107,4,9.899494,1016
201903141029,254.3226837,45489,30,5,22,123.5,939,11.09015431,240.662406,6.180387,2.523133,5.292567,12.5397145,939,13.4923205,276.28244,7,2,5,15,939,48.64702023,1105.93,26.484,9.414,19.656,51.21,939,9.047010948,218.305481,4.510671,0.707107,4,10.606602,939
201903141030,156.4777416,7281,28,5,21,121,921,10.2530605,96.283213,5.970821,2.523133,5.170883,12.412171,921,12.59265974,144.440628,7,2,4.949747,15.556349,921,44.53440825,472.138,24.726,9.414,19.312,52.382,921,8.185749566,82.329437,4.456688,0.6,4,9.838699,921
201903141031,217.4205496,31292,27,5,21,105,837,10.27095026,199.60514,5.86323,2.523133,5.170883,11.562446,837,12.58317935,214.778244,6.2,2,4.949747,13.863621,837,45.56696296,1171.942,23.898,9.414,19.07,48.038,837,8.263729833,190.076462,4.24264,0.707107,4,9,837
201903141032,215.0316456,26509,29,5,22,108,790,10.69429123,183.71801,6.076508,2.523133,5.292567,11.72646,790,12.93386819,267.97934,7,2,5,13.96590525,790,47.05414684,884.67,25.019,9.414,19.656,48.038,790,8.695845358,140.179306,4.472136,0,4,9.899494,790
201903141033,167.1416256,10943,27,5,22,104,812,10.18301363,118.038385,5.86323,2.523133,5.292567,11.507255,812,12.54067833,126.863205,6.26099,2,5,14,812,44.80920443,623.716,23.898,9.414,19.312,47.7195,812,8.159801766,109.793259,4.24264,0,4,9.391485,812
201903141034,138.7157773,5660,27,5,21,91.75,862,9.6841197,84.891318,5.86323,2.523133,5.170883,10.8082875,862,11.86497291,116.373695,6.4562115,1.414213,5,13,862,42.71703248,450.66,23.898,9.414,19.07,45.796,862,7.764506427,72.269569,4.24264,0.5547,4,8.79024525,862
201903141035,172.7819083,10501,27,5,22,111.5,807,10.40434799,115.629964,5.86323,2.523133,5.292567,11.9149275,807,12.90066109,198.530548,6.471832,2,5,15,807,46.33796778,857.206,23.898,9.414,19.312,51.745,807,8.364679105,108.851288,4.24264,0.894427,4,9.8947265,807
201903141036,207.6961178,40810,26,5,21,89,747,10.16893548,227.949349,5.753627,2.523133,5.170883,10.645108,747,12.54436112,237,6,2,5,14,747,45.73594913,947.014,21.312,9.414,19.07,46.675,747,8.226225465,232,4.24264,0.707107,4,9,747
201903141037,203.0711462,31170,26,5,21,87,759,9.975216182,199.215654,5.753627,2.523133,5.170883,10.52482,759,12.38238258,234.33992,6,1.414213,5,13.0118235,759,44.12207378,749.678,21.898,9.414,19.07,46.675,759,7.951841509,177.543777,4.24264,0.707107,4,8.538148,759
201903141038,243.6209877,30887,27.5,5,22,113.75,810,10.90722949,198.309228,5.9170255,2.523133,5.292567,12.0345535,810,13.86725905,234.7845,6.36396,2,5,15.4481215,810,48.84854815,906.912,24.726,9.414,19.656,51.0985,810,8.6209807,170.310532,4.24264,0.727607,4,9.50950375,810
201903141039,233.8255208,23567,26,5,22,90,768,10.34342675,173.22366,5.753627,2.523133,5.292567,10.704745,768,12.95793113,195.470398,6,2,4.949747,13.435027,768,46.13501042,1229.598,22.242,9.414,19.07,45.452,768,8.145625402,157.165421,4.24264,0.632455,4,8.485281,768
201903141040,206.435591,10035,25,5,21,92,753,10.48440972,113.035211,5.641896,2.523133,5.170883,10.823033,753,13.0170242,197.775208,5.813776,2,4.24264,14.000001,753,47.49157238,798.684,21.312,9.414,18.828,48.28,753,8.506076843,109.930588,4.24264,0.707107,4,8.944272,753
201903141041,213.0387597,13888,30.5,5,22,111,1032,10.90992181,132.976505,6.231468,2.523133,5.292567,11.888212,1032,14.07921124,176.100739,6.36396,1.414213,5,15.556349,1032,52.96853101,1237.05,24.019,9.414,20.4235,53.694,1032,8.908210338,142,4.949747,0,4,9.61940675,1032
201903141042,226.9763682,13654,28,5,19,130.25,804,11.18477563,131.85148,5.970821,2.523133,4.918491,12.877849,804,14.8017811,244.375061,7.194486,2,4,16.921511,804,54.68952985,834.976,25.898,9.414,18.242,58.21,804,9.184179049,110.706413,4.472136,0.5547,3.19056925,10.24173675,804
201903141043,224.6534018,10220,28,5,19,116,779,11.15445852,114.072381,5.970821,2.523133,4.918491,12.153016,779,14.68757707,181.999512,6.379052,2,4.24264,16.3634455,779,54.07382542,826.874,23.898,9.414,18.242,57.108,779,9.020358098,104.275139,4.24264,0.707107,3.535534,10,779
201903141044,228.800578,16147,27,5,21,116,692,10.97594569,143.384096,5.86323,2.523133,5.170883,12.153016,692,14.35386768,155.563492,6,1.414213,4.949747,15.68382275,692,54.34990751,1023.446,22.484,9.414,19.898,57.678,692,8.870229686,134.350281,4.24264,0.632456,4,10,692
201903141045,158.4905386,5908,27,5,21,90.5,687,9.953874639,86.731189,5.86323,2.523133,5.170883,10.734398,687,12.75218235,143.253448,5.813776,1.414213,4.949747,13.871646,687,47.73287336,680.786,21.898,9.414,19.656,49.573,687,8.042791757,83.626801,4.24264,0,4,8.4690615,687
201903141046,200.0144928,6954,29,5,19,131,897,10.9331948,94.096269,6.076508,2.523133,4.918491,12.91489,897,13.91753028,124.067734,7,2,4,16.263456,897,50.42239911,535.348,25.898,9.414,18.242,56.382,897,8.814095427,85.298164,4.477668,0.6,3.478505,10.113544,897
201903141047,255.7911227,25479,26.5,5,19,110.75,766,11.08493411,180.113493,5.8084285,2.523133,4.918491,11.87479425,766,14.56876422,207.983063,6,1.414213,4.160252,15.57464325,766,54.30803916,1266.26,22.14,9.414,18.242,54.28,766,8.905580057,167.687988,4.24264,0.948683,3.61367175,9.1824295,766
201903141048,238.3259972,12648,30,5,25,89.5,727,11.01408602,126.901276,6.180387,2.523133,5.641896,10.6749265,727,14.56753331,218.146194,6.00245,2,5.656854,14.452071,727,54.44696286,970.352,23.312,9.414,21.312,50.573,727,9.024079598,114.968056,4.949747,0.707107,4.24264,8.538148,727
201903141049,217.5828313,12137,27,5,21,97,664,10.74345059,124.311336,5.86323,2.523133,5.170883,11.113246,664,13.5328719,125.600006,5.656854,2,4.949747,15.07261175,664,50.10393675,630.71,21.898,9.414,19.07,51.3055,664,8.889529497,124.000008,4.24264,0.707107,4,9,664
201903141050,181.4786207,10389,26,5,21,91,725,10.12543637,115.011676,5.753627,2.523133,5.170883,10.764051,725,13.11127018,266.72406,5.656854,1.414213,4.949747,14.212094,725,49.02015724,824.734,21.312,9.414,19.898,51.452,725,8.284733484,93.49704,4.24264,0,4,9,725
201903141051,247.285521,13052,26,5,22,84.5,739,10.93217535,128.912073,5.753627,2.523133,5.292567,10.372454,739,13.95953725,155.127869,5.813777,2,4.949747,14.226485,739,54.18182138,1023.79,22.14,9.414,19.898,49.745,739,9.112710057,122.572594,4.24264,0,4,8.6485225,739
201903141052,250.0689127,21273,27,5,23,92,653,10.8951713,164.577109,5.86323,2.523133,5.411516,10.823033,653,14.19821987,204.407028,5.656854,2,4.949747,14.283557,653,52.9084196,922.606,21.898,10,19.898,48.624,653,8.820361403,142.306381,4.24264,0.632455,4,8.629012,653
201903141053,200.0627871,9135,27,5,23,117,653,10.74631219,107.847314,5.86323,2.523133,5.411516,12.205287,653,13.88226252,146.856201,5.824352,1.414213,4.949747,16,653,51.88777335,889.6,21.898,9.414,19.898,55.21,653,8.716756798,95.135361,4.24264,0,4,9.214252,653
201903141054,232.7434312,21303,28,5,22,102,647,10.86546835,164.693115,5.970821,2.523133,5.292567,11.395934,647,13.6898253,169.866165,6,2,5,15.294153,647,50.78007728,641.296,22.484,9.414,19.898,53.987,647,8.781641178,159.032028,4.472136,0,4,8.9442725,647
201903141055,168.5241058,11064,28,5,21,67,643,9.581675159,118.689184,5.970821,2.523133,5.170883,9.236182,643,12.30589738,138.408264,5.656854,2,5,11.7873795,643,45.92166719,616.698,21.898,9.414,20.484,40.917,643,7.665816325,113.592255,4.24264,0,3.8829015,7.0384785,643
201903141056,263.0166667,18936,29,5,22,119,660,11.259984,155.274158,6.076508,2.523133,5.292567,12.309163,660,14.4571163,223.7034,5.735315,1.414213,5.226994,16.02492225,660,53.41205758,827.524,21.898,9.414,20.484,56.866,660,9.252909345,156.08609,4.91935,0.707107,4,9.67523025,660
201903141057,170.3439306,11031,28,5,19,89.25,692,9.835974244,118.512048,5.970821,2.523133,4.918491,10.66001725,692,12.49847863,180.705124,5.656854,1.414213,4.949747,14.21027875,692,45.52736416,575.398,21.898,9.414,19.656,51.452,692,7.92653786,124.45079,4.24264,0.447213,3.535534,8.486745,692
201903141058,182.1558074,8115,26,5,20,73.75,706,9.877463626,101.648113,5.753627,2.523133,5.046265,9.69023275,706,12.90287771,183,5.656854,2,4.949747,13.28266675,706,48.03268839,692.098,21.898,9.414,19.07,46.5635,706,7.899477176,102.281174,4.24264,0.707107,3.7433385,8,706
201903141059,141.5098039,2033,31,5,22.5,126.75,102,10.27870904,50.877264,6.282549,2.523133,5.35140175,12.7021365,102,13.46633347,101.044434,6,3,5.014911,16.8305275,102,49.92507843,352.202,23.605,11.414,20.484,61.7895,102,8.227246029,36.511929,5,0.632456,4.0793515,10.19393425,102
201903141107,229.0896465,12270,32,5,20.75,84,792,10.56242169,124.990597,6.383076,2.523133,5.1397285,10.341766,792,13.51139225,206.206451,6,1.414213,5.656854,13.43935125,792,49.82089141,684.34,23.07,9.414,21.312,46.866,792,8.43474559,134.031509,5,0.447214,3.535534,8.007987,792
201903141108,239.4678161,16774,31,5,10.25,68,870,10.27177923,146.141439,6.282549,2.523133,3.6117885,9.304853,870,13.43480011,196.461777,6,1.414213,4.91935,12.644598,870,49.23889425,765.04,23.07,9.414,17.656,44.7355,870,8.111432214,135.186142,5,0,2.5549625,7.6771065,870
201903141109,213.2583732,12281,32,5,17,72.25,836,10.20008723,125.046611,6.383076,2.523133,4.652426,9.59118025,836,12.96175506,188.009262,6,2,5.366563,12.777669,836,47.37335167,691.308,23.07,9.414,20.4235,44.3055,836,8.101552632,119.534081,5,0.707107,3.09787125,7.794792,836
201903141110,235.6653696,13051,32,5,18,77,771,10.66673597,128.907134,6.383076,2.523133,4.787307,9.901487,771,13.76187445,178.797028,6,1.414213,5.656854,13.435027,771,50.08314137,778.824,23.07,9.414,21.898,46.624,771,8.531840075,139.730118,5,0,3.331088,7.958981,771
201903141111,195.9152745,18092,32,5,12,59,838,9.379790841,151.774339,6.383076,2.523133,3.90882,8.667245,838,11.66182776,169.948471,6,1.414213,4.91935,10.78521225,838,45.58550119,1511.902,23.07,9.414,18.484,40.296,838,7.531265132,157.207733,5,0,2.69886725,6.70820375,838
201903141112,242.0528402,31042,32,5,16,82,757,10.11441055,198.806192,6.383076,2.523133,4.513517,10.217908,757,12.67378486,266.471558,6,1.414213,5.375872,13.416408,757,48.49112021,1686.818,23.07,9.414,21.07,46.14,757,8.117419889,197.320511,5,0,3,8,757
201903141113,177.5564738,9212,32,5,18.25,107.75,726,10.21926128,108.30089,6.383076,2.523133,4.820103,11.71285625,726,13.38760087,476.478119,6,1.414213,5.656854,14,726,48.47727273,1165.434,22.484,9.414,21.312,51.0635,726,8.030392569,73.428398,5,0.447214,3.46392325,8.6541455,726
201903141114,191.370565,11162,32,5,17,76,761,9.798466235,119.213673,6.383076,2.523133,4.652426,9.836982,761,12.1413659,194.103165,6,1.414213,5.366563,12.480755,761,44.74952957,631.958,23.07,9.414,20.484,43.796,761,7.829525754,112.843452,5,0.632455,3,8,761
201903141115,205.0599251,19844,32,5,12,71,801,9.881852265,158.953344,6.383076,2.523133,3.90882,9.507892,801,12.6769857,188.724136,6,1.414213,4.949747,12.020815,801,46.63938577,678.404,22.484,9.414,18.484,43.21,801,7.798993348,135.505722,5,0.447214,2.667892,7.536632,801
201903141116,197.0634715,30821,32,5,14,71.5,772,9.39585789,198.097239,6.383076,2.523133,4.222008,9.541138,772,11.60563219,215.262146,6,1.414213,4.9980755,13,772,42.53746632,1144.63,23.07,9.414,18.484,44.382,772,7.387327356,211.688934,5,0,3,7.07106725,772
